Departamento,Municipio,Estado,Topografia,Drenaje,"pH agua:suelo 2,5:1,0",Materia orgánica (MO) %,Fósforo (P) Bray II mg/kg,Azufre (S) Fosfato monocalcico mg/kg,Acidez (Al+H) KCL cmol(+)/kg,Aluminio (Al) intercambiable cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Magnesio (Mg) intercambiable cmol(+)/kg,Potasio (K) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,capacidad de intercambio cationico (CICE) suma de bases cmol(+)/kg,"Conductividad el‚ctrica (CE) relacion 2,5:1,0 dS/m",Hierro (Fe) disponible olsen mg/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Zinc (Zn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,AC,Produccion,Rendimiento,Cultivo
91,91540,3,,20,4.34,3.147307895,1.749065617,2.701047679,6.461419552,4.69282185,2.8281904,1.02933658,0.120919932,0.12698063,10.56684709,0.4126804,217.382,1,74.162,2.658,0.096890273,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.54,1.397717162,8.885349484,2.943565989,4.146337667,3.757341482,1.25193537,0.13016057,0.014798484,0.15731436,5.700546451,0.11889,643.511,1,1.368,1,0.189276707,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.59,1.114695131,6.466524847,1.973492749,5.19722877,4.579741806,0.36066015,0.11513508,0.014404608,0.09109688,5.778525488,0.1167764,254.815,1,1,1,0.14308349,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.74,1.552092815,1.688970595,2.337270214,10.66498396,6.810502686,0.32794273,0.271545,0.079000272,0.05100277,11.39447473,0.1838832,253.671,1,17.468,1,0.027600447,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.13,2.37542963,2.079588238,3.186084299,9.738951209,6.625462613,4.06519433,1.0246298,0.102295224,0.09262792,15.02369848,0.2076612,229.328,2.314,16.057,1,0.050697056,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.54,3.610434854,3.116227368,3.064825144,14.9569897,11.00988434,2.18053919,0.72357691,0.191648808,0.02698458,18.07973919,0.3862604,584.1,4.091,11.852,1.609,0.073793664,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.83,1.088965856,1.899303172,2.094751904,7.548727673,4.949821952,3.84495559,0.24764904,0.077424768,0.13367893,11.852436,0.1257592,234.553,1,1.559,1,0.027600447,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.33,2.272512528,1.929350683,2.094751904,9.499639373,6.245102463,2.26090547,0.73643004,0.122045292,0.03234322,12.6513634,0.1627472,446.765,1.65,20.974,1.094,0.050697056,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.33,1.680739192,1.929350683,2.822306834,7.111723452,4.847021911,0.93266605,0.37201665,0.053398332,0.06765283,8.537457314,0.2811088,285.89,1,6.84,1,0.166180098,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.97,3.044390793,2.590395925,3.67112092,10.09271653,5.911002331,2.9917775,1.50218694,0.16627194,0.13147806,14.88443097,0.142668,372.339,1.847,50.611,2.248,0.050697056,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.2,2.143866151,2.259873304,3.792380075,13.40146277,6.913302726,1.56867952,0.57513231,0.1589571,0.14879795,15.85302965,0.3033016,367.994,2.213,13.432,1,0.050697056,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.26,2.323971079,2.334992081,2.458529369,15.47203039,9.755723847,1.96875428,0.74113682,0.135662148,0.08401582,18.40159946,0.33025,372.801,1.583,13.831,1,0.073793664,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.61,1.886573396,2.755657236,3.428602609,5.233645788,4.230221668,3.41567669,0.77969621,0.097399908,0.09396758,9.620386176,0.2626148,226.479,1.093,21.542,1,0.073793664,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.54,2.941473691,3.566940033,3.792380075,11.45575351,7.478702949,0.41292019,0.30195804,0.091885644,0.07645631,12.33897369,0.1458384,1041.92,2.58,15.098,1,0.651208876,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,3.92,1.655009917,3.146274879,2.094751904,12.88642209,8.640343407,1.10964753,0.37980094,0.079675488,0.11339265,14.56893869,0.4723896,826.639,1.399,6.888,1.871,0.14308349,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,5.27,3.147307895,3.326559945,2.337270214,1.050891103,0.765860302,6.87768476,1.1857465,0.138081672,0.06305971,9.315463745,0.1759572,355.993,1,68.805,1,0.281663141,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.68,4.871169353,104.6617909,3.064825144,2.304677022,1.840120726,6.95618461,1.49748016,1.723263768,0.08564255,12.56724811,0.742402,463.001,3.679,11.57,6.316,0.189276707,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.22,1.655009917,7.112546334,2.943565989,15.27433801,8.897343508,1.12029716,0.32331958,0.100775988,0.0784658,16.89719653,0.2330244,573.595,2.35,12.177,1.23,0.073793664,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.29,4.356583843,4.828935496,4.277416695,3.933037988,3.572301409,5.73389254,1.76974928,0.202058388,0.20984817,11.84858637,0.85865,1897.882,1.276,216.964,2.297,0.14308349,1.2,1.2,8,6.67,Frutales
91,91540,3,9,20,4.55,1.140424407,2.770680991,3.307343454,8.698464968,7.458142941,1.2647808,0.23479591,0.08102592,0.16305576,10.44212336,0.1099072,103.103,1,8.771,1,0.027600447,1.2,1.2,8,6.67,Frutales
25,25491,3,9,21,4.73,4.162515495,17.77267843,6.179818608,3.792301755,1.767098277,1.81998883,0.54272794,0.404116776,0.05856228,6.617697581,0.2768816,467.555,4.187,2.081,1.501,0.718419757,3,3,45,15,Cacao
25,25491,3,9,21,4.79,3.916681197,4.965541299,6.64255306,3.258711558,1.062301854,7.0441264,0.64935461,0.27036774,0.05272519,11.2752855,0.3809764,663.718,3.167,8.324,3.769,0.660735437,3,3,45,15,Cacao
25,25491,3,9,21,4.73,4.039598346,7.717746592,6.64255306,1.638884176,0.500507604,6.0011214,0.63613942,0.218094768,0.03530961,8.529549374,0.454424,704.99,3.032,9.035,3.806,0.69919165,3,3,45,15,Cacao
25,25491,3,9,21,4.89,3.105428015,5.20010425,5.562839339,1.086237186,0.439220959,7.13558147,0.73842137,0.187147368,0.05664848,9.204035874,0.406868,505.395,4.616,11.062,5.438,0.69919165,3,3,45,15,Cacao
25,25491,3,9,21,4.62,3.523346321,6.763857257,11.26989758,3.773244962,1.818170482,2.53241614,0.59504561,0.214606152,0.07808304,7.193395904,0.420078,526.746,4.3,1.1,1,0.872244612,3,3,45,15,Cacao
25,25491,3,9,21,4.77,3.474179462,4.856078589,5.717084156,4.01,0.623080895,6.70751026,0.67741426,0.2138184,0.03454409,10.04397129,0.5088492,574.442,3.678,9.835,4.462,0.603051116,3,3,45,15,Cacao
25,25491,3,9,21,4.85,3.277512024,6.216543705,6.64255306,1.781810121,0.766083068,6.07149679,0.71036172,0.182364588,0.0172242,8.763257419,0.5093776,563.057,4.462,11.488,5.764,0.622279223,3,3,45,15,Cacao
25,25491,3,9,21,4.83,3.425012602,7.170433039,5.100104886,1.724639743,0.735439745,6.77217657,0.80757483,0.209654568,0.08870463,9.602750341,0.367238,573.419,4.1,10.087,5.255,0.679963544,3,3,45,15,Cacao
25,25491,3,9,21,4.8,3.351262313,5.293929431,6.488308243,1.696054554,0.653724218,6.20785597,0.69678447,0.181914444,0.04535706,8.827966498,0.095112,619.553,4.042,10.365,5.067,0.622279223,3,3,45,15,Cacao
25,25154,3,9,20,5.1,19.99340843,54.73979952,7.722266782,3.85900053,3.105190036,2.32831653,0.67831941,0.584118108,0.03894583,7.488700408,0.285336,492.734,1.004,3.816,1.452,0.276173299,7,7,84,12,Pastos
25,25518,3,10,20,4.65,3.747437804,1.529336481,3.935355507,5.859963767,5.832445758,0.23637787,0.22031351,0.168410124,0.06478213,6.549847401,0.1331568,636.427,2.198,1.382,1.606,0.214656008,240,240,3.6,15,Cacao
25,25518,3,10,20,4.64,4.598741258,5.469555204,4.873864404,4.17343761,3.319693295,1.39411342,0.5195561,0.086258844,0.09387189,6.267237864,0.232496,838.442,2.489,8.627,4.549,0.236886332,240,240,3.6,15,Cacao
25,25518,3,10,20,4.19,8.05716154,2.170403813,15.38516405,5.335901967,4.964218281,0.6927749,0.31607838,0.239364072,0.08679083,6.670910149,0.9627448,899.261,1.937,21.763,2.549,0.303577304,240,240,3.6,15,Cacao
25,25518,3,10,20,4.96,9.41392642,1.976441856,5.249267963,3.211069576,2.819185691,0.20519751,0.19931403,0.14882886,0.0918624,3.856272376,0.1659176,402.314,1,2.577,1.609,0.147965036,240,240,3.6,15,Cacao
25,25518,3,9,20,4.28,6.06191907,1.138441767,3.747653728,4.859482148,4.16749189,0.17610316,0.14880666,0.11647476,0.12277027,5.423636998,0.3191536,724.482,1,1.836,2.338,0.192425684,240,240,3.6,15,Cacao
25,25518,3,10,20,4.62,4.651947724,1.842052253,16.32367295,3.573148639,2.196104795,0.26854634,0.18265927,0.177131664,0.09167102,4.293156933,0.1891672,590.601,1,2.395,2.151,0.17019536,240,240,3.6,15,Cacao
25,25518,3,9,20,4.81,5.636267343,6.220073056,10.31721601,2.610780605,1.634310545,3.64744338,1.76178396,0.245272212,0.03425702,8.299537177,0.4972244,632.764,1,2.42,2.327,0.214656008,240,240,3.6,15,Cacao
25,25518,3,10,20,4.64,9.463514846,1.310435441,9.191005331,6.317326793,5.526012531,0.87568504,0.17288365,0.168916536,0.09961329,7.634425309,0.2145304,647.482,1.532,15.427,5.741,0.214656008,240,240,3.6,15,Cacao
25,25518,3,9,20,4.34,4.728139383,22.40311424,9.37870711,6.29827,5.240008186,0.66796236,0.08309277,0.079731756,0.05578727,7.184844156,0.1870536,502.018,1,1.19,1.782,0.17019536,240,240,3.6,15,Cacao
25,25518,3,9,20,4.84,7.937796634,3.53071742,7.501689316,2.534553434,1.644524986,0.21529819,0.11133345,0.081082188,0.08573824,3.028005502,0.150594,665.357,1,1.69,1.826,0.570341191,240,240,3.6,15,Cacao
25,25518,3,10,20,4.71,5.239468722,1.372978595,13.32044448,4.17343761,3.156262241,1.69175411,0.86278898,0.117768924,0.11186161,6.957611234,0.2118884,718.443,1,8.375,1.94,0.725953459,240,240,3.6,15,Cacao
25,25518,3,10,20,5.04,8.203828964,4.01,9.003303551,3.344467126,2.093960386,0.47912356,0.04978325,0.071122752,0.10363227,4.048128958,0.1009244,431.453,1,1,1.002,0.637032163,240,240,3.6,15,Cacao
25,25518,3,9,20,4.24,4.226295997,23.21617525,9.37870711,5.707509425,4.708857259,0.72955455,0.32512988,0.166384476,0.09693397,7.025512301,0.5114912,894.652,1.915,4.789,2.846,0.659262487,240,240,3.6,15,Cacao
25,25518,3,10,20,4.52,3.664010066,2.045317505,11.06802312,4.240136384,3.809986459,0.1449228,0.12454864,0.141457752,0.0621985,4.713264076,0.1416112,592.328,2.54,1.489,1.713,0.614801839,240,240,3.6,15,Cacao
25,25518,3,9,20,5.04,2.70991172,1.76387331,8.815601772,3.773244962,2.778327927,0.53939827,0.48932409,0.057730968,0.08076236,4.94046065,0.0945836,450.45,1,1,1.672,0.503650219,240,240,3.6,15,Cacao
25,25518,3,9,20,4.2,6.271126894,3.249273225,11.81883024,4.668914221,3.646555404,0.32113575,0.25199376,0.14854752,0.06583472,5.456425971,0.3693516,594.616,1,1.477,1.828,0.703723135,240,240,3.6,15,Cacao
25,25518,3,9,20,4.69,2.789721419,3.74961846,15.76056761,4.716556203,3.728270931,3.07280252,0.96633814,0.136618704,0.0717675,8.964083067,0.4713328,497.552,1,8.424,2.79,1.103868966,240,240,3.6,15,Cacao
25,25518,3,10,20,4.91,6.53162575,10.17592757,7.501689316,2.99191646,2.849829013,2.09138971,0.70348258,0.693390564,0.11722025,6.597399564,0.3260228,535.766,1.327,3.328,12.972,0.236886332,240,240,3.6,15,Cacao
25,25518,3,9,20,4.46,6.301348166,5.688456244,11.81883024,2.982388064,2.492323582,0.25954356,0.11966083,0.208529208,0.10487624,3.674997902,0.2293256,701.041,4.105,1.535,2.615,0.192425684,240,240,3.6,15,Cacao
25,25518,3,9,20,4.96,8.595681917,4.046698443,9.56640889,2.086718805,0.796726391,6.082366,1.31373471,0.149053932,0.10889522,9.740768667,0.5907512,406.285,1.449,20.48,9.091,0.214656008,240,240,3.6,15,Cacao
25,25518,3,9,20,4.54,6.245729674,3.905976346,3.935355507,4.297306763,3.952988631,0.30225187,0.06408462,0.085696164,0.07980546,4.829144877,0.1881104,310.013,1,1,1.108,0.214656008,240,240,3.6,15,Cacao
25,25518,3,10,20,4.84,2.763118186,3.53071742,9.191005331,4.154380817,3.626126522,0.35407275,0.07223097,0.091210428,0.11779439,4.789689355,0.1363272,342.463,1,2.596,1.297,0.192425684,240,240,3.6,15,Cacao
25,25518,3,9,20,4.64,4.465725094,6.657875136,4.498460845,4.640329032,3.25840665,1.09361819,0.42813595,0.058068576,0.04707948,6.267231228,0.227212,872.839,2.758,7.627,5.062,0.214656008,240,240,3.6,15,Cacao
25,25518,3,10,20,4.48,8.665417858,5.73536361,9.37870711,6.50789472,4.902931636,1.03356306,0.67723323,0.226647504,0.07339423,8.518732744,0.3022448,931.865,1.418,9.833,6.025,0.236886332,240,240,3.6,15,Cacao
25,25518,3,10,20,5.23,1.486163005,23.07545315,7.126285757,1.467373041,0.275789905,4.94724719,1.28820948,0.3685554,0.10028312,8.171668231,0.3741072,279.466,2.265,3.458,3.714,0.28134698,240,240,3.6,15,Cacao
25,25518,3,,20,5.18,4.013470134,4.703401564,9.754110669,1.819923707,0.704796423,3.43983049,1.58636589,0.229067028,0.10478055,7.179967665,0.1933944,430.628,1,10.987,4.08,0.192425684,240,240,3.6,15,Cacao
25,25518,3,9,20,4.6,4.731757423,8.409083458,8.252496434,4.135324024,3.462695468,1.80999794,0.61930363,0.185853204,0.08545117,6.835929968,0.3439884,813.89,2.338,11.658,2.811,0.147965036,240,240,3.6,15,Cacao
25,25518,3,9,20,4.86,7.072841921,6.188801479,11.06802312,4.80231177,3.881487545,0.61284778,0.45239397,0.13054176,0.0516726,6.04976788,0.1284012,892.254,1.261,1.687,1.62,0.236886332,240,240,3.6,15,Cacao
47,47245,3,11,21,4.78,0.906669668,8.142155566,3.121795299,0.665911194,0.555120219,9.55689013,1.1133345,0.150910776,0.35874181,11.84578841,0.1141344,596.398,1,1,1,0.148577858,900,900,6.3,7,Pastos
47,47245,3,11,21,5.15,0.873891761,3.194837517,4.620097223,0.749150093,0.534560211,0.87996685,0.5195561,0.10747188,0.0583709,2.314515823,0.1801844,481.987,1,1.373,1,0.240804958,900,900,6.3,7,Pastos
25,25473,3,11,20,5.28,4.7834133,121.9718159,11.13446955,0.362079062,0,8.37192666,2.86914447,0.881832096,1.47793205,13.96291434,2.7741,2845.986,8.99,11.819,46.596,0.725953459,250,250,5.5,22,Pastos
41,41306,3,9,20,5.09,5.391686984,5.775383043,8.287262967,1.883280095,1.665360657,2.83565612,0.94461454,0.262321416,0.08746066,6.013332831,0.3445168,759.616,1,3.164,2.592,0.390505219,100,100,600,6,Aguacate
25,25245,3,9,21,4.73,4.70515419,20.96800123,12.2189447,2.286815129,1.613881663,7.24043092,5.3367644,0.603136692,0.11626335,15.58341049,1.1038276,464.86,1.497,16.105,11.168,0.123328171,7,7,84,12,Pastos
66,66682,3,9,22,5.33,9.889166573,5.64001847,9.599988973,0.990953222,0.306433227,1.81603639,0.65261315,0.172911564,0.07291578,3.705430106,0.5284,368.555,5.144,4.01,6.007,0.123328171,11,11,525,50,Pastos
25,25245,3,9,21,4.78,9.782753641,4.01,2.845839996,4.687971014,3.758914254,3.45640878,1.21670263,0.311049504,0.10401503,9.776146958,0.3175684,1007.16,5.715,5.536,5.135,0.273076166,7,7,84,12,Forestal
52,52418,3,10,20,5.3,19.10840496,3.224403442,4.453619232,1.175749451,0.781280308,3.1773226,0.81662633,0.701549424,0.03521392,5.906461725,0.718624,93.234,1,6.055,1.058,0.102464308,12,12,24,2,Pastos
25,25394,3,9,20,4.37,4.492328327,7.592044293,4.80063818,5.469299516,4.433067354,0.2064052,0.16962511,0.045352008,0.05578727,5.946469104,0.2805804,269.225,1.465,1.961,1.714,0.166624881,120,120,1.8,15,Cacao
25,25394,3,10,20,4.78,6.647190194,14.28345339,6.46545505,2.02002003,1.3483062,1.07462452,0.47176418,0.220908168,0.07492527,3.862242168,0.23778,161.293,3.375,4.859,1.315,0.186211678,120,120,1.8,15,Cacao
25,25394,3,9,20,5.36,12.97514159,5.29988075,6.187985572,1.819923707,0.6741531,3.28590491,0.78784256,0.091097892,0.086121,6.070890069,0.2916768,126.819,1.435,6.411,2.645,0.186211678,120,120,1.8,15,Cacao
25,25394,3,10,20,4.67,3.130001145,5.785825453,3.082782626,3.20154118,2.778327927,3.20817359,0.29942362,0.100550916,0.02124318,6.830932486,0.29062,695.717,1,4.346,8.003,0.321705464,120,120,1.8,15,Cacao
25,25394,3,10,20,5.01,10.58667169,40.43375844,10.27140191,0.695572935,0.469864282,4.50314664,0.8055835,0.094023828,0.13568842,6.234015323,1.075294,101.027,5.744,7.26,4.404,0.249292769,120,120,1.8,15,Cacao
25,25394,3,10,20,5.11,11.12750537,23.58398811,4.722292287,0.771800106,0.286004345,6.42403248,1.93683997,0.111016764,0.08382444,9.32751376,0.4153224,359.491,2.744,5.538,8.724,0.297567899,120,120,1.8,15,Cacao
25,25394,3,,,4.34,11.42250555,16.69233721,3.587247137,3.630319017,3.25840665,0.71670912,0.49511705,0.198963648,0.08076236,5.121871195,0.375164,404.646,3.61,1.255,3.135,0.273430334,120,120,1.8,15,Cacao
25,25394,3,10,20,4.85,9.652504435,4.01,4.091711648,1.858037292,1.440236168,2.62365163,0.60536432,0.102857904,0.08650376,5.276414906,0.3682948,213.455,3.71,2.761,9.282,0.466530853,120,120,1.8,15,Cacao
25,25394,3,10,20,4.57,4.047500892,28.45240205,7.87519548,2.944274478,2.461680259,7.10813397,0.65786302,0.093798756,0.07597786,10.88004808,0.3323636,568.095,1.983,1.41,6.243,0.176880075,120,120,1.8,15,Cacao
25,25394,3,10,20,4.52,6.014168802,75.16072413,4.343943904,2.725121362,2.400393613,0.94781707,0.17759043,4.01,0.08535548,4.010664514,0.301188,842.512,8.103,2.525,13.76,0.297567899,120,120,1.8,15,Cacao
25,25394,3,10,20,4.7,13.68417365,9.595201297,5.352872925,2.191531165,1.940743773,0.82770681,0.24366638,0.178763436,0.33309689,3.774764681,0.5511212,68.32,1.082,5.385,3.776,0.225155205,120,120,1.8,15,Cacao
25,25394,3,10,20,4.99,6.26000229,38.01535801,6.109569692,1.486429834,1.297233995,1.98379551,0.70981863,0.363322476,0.0641123,4.60747875,0.2441208,385.792,3.473,4.974,3.257,0.273430334,120,120,1.8,15,Cacao
25,25394,3,10,20,4.9,10.09500471,69.69166171,2.830550371,1.448316248,1.317662877,2.4603939,0.26466586,0.131779656,0.07109767,4.376253334,0.438572,348.876,3.777,2.168,22.275,0.15274251,120,120,1.8,15,Cacao
25,25394,3,11,20,4.37,6.70250257,5.374855444,8.884124502,2.010491634,2.032673741,0.34265459,0.2045639,0.11056662,0.07923132,2.747508064,0.4581228,84.98,1,1,2.585,0.128604945,120,120,1.8,15,Cacao
25,25394,3,10,20,5.27,8.2266702,16.40781951,3.587247137,0.247738306,0,7.90092756,1.33835479,0.328661388,0.08277185,9.898453894,0.3878456,454.355,1.981,6.73,98.494,0.15274251,120,120,1.8,15,Cacao
25,25394,3,10,20,5.29,8.865837271,42.44118887,5.857337436,0.590760575,0.367719873,5.81623504,1.28621815,0.140332392,0.07014077,7.903686927,0.266842,656.865,2.993,4.285,11.166,0.10446738,120,120,1.8,15,Cacao
25,25394,3,10,20,5.11,9.947504621,14.57426101,11.1542148,0.352550666,0.326862109,8.35403089,1.74893083,0.22338396,0.07597786,10.75487421,0.5474224,433.18,2.573,9.951,10.01,0.20101764,120,120,1.8,15,Cacao
25,25394,3,10,,5.35,5.80595486,77.54751148,4.974524542,0.228681513,0,7.94572188,1.33925994,0.393819732,0.08679083,9.994273895,0.504622,579.535,3.711,5.143,11.568,0.345843029,120,120,1.8,15,Cacao
25,25394,3,10,20,4.92,5.80595486,9.04197244,6.614034203,1.086237186,1.072516295,4.79222371,1.67543265,0.461285064,0.09033136,8.10550997,0.5009232,1021.086,1.661,6.667,9.757,0.176880075,120,120,1.8,15,Cacao
25,25394,3,11,20,5,19.10834208,56.36674953,5.226756798,0.981424826,0.572008691,5.50223564,0.69931889,0.376489188,0.08095374,7.640422284,0.7973556,304.216,6.862,4.346,23.628,0.128604945,120,120,1.8,15,Cacao
25,25394,3,11,20,4.88,16.84667398,13.72070792,4.343943904,1.848508896,1.5730239,3.10442204,0.48298804,0.277007364,0.07626493,5.78919127,0.5315704,93.675,1.512,2.626,1.664,0.176880075,120,120,1.8,15,Cacao
25,25473,3,,,5.24,15.47000645,3.588716563,18.46895021,0.73368652,0.388148755,2.3099816,0.71850807,0.1280097,0.11272282,4.00290871,0.3561416,118.569,1,5.543,2.693,0.15274251,250,250,5.5,22,Frutales
41,5315,3,9,20,5.18,6.620858472,4.094008345,9.947392955,1.571134223,0.822400324,0.1526081,0.14916872,0.265359888,0.05655279,2.194823721,0.1542928,188.342,1,1.162,1,0.333032058,15,15,90,6,Frutales
25,25394,3,10,20,4.32,3.130001145,12.63005674,10.52363416,3.925699304,3.217548886,0.35736645,0.03457673,0.096105744,0.04889759,4.462645818,0.1939228,963.534,3.322,1,2.302,0.176880075,120,120,1.8,15,Cacao
25,25394,3,10,20,4.84,4.285418542,19.06331802,6.614034203,2.191531165,2.145032591,9.43897567,1.17216925,0.133186356,0.08296323,13.01882567,0.3492724,529.265,2.345,6.282,9.594,0.20101764,120,120,1.8,15,Cacao
25,25394,3,11,20,4.89,4.506668682,46.06088625,21.36962115,3.801830151,3.779343136,5.26970042,0.79761818,0.420940908,0.05856228,10.34865194,0.3534996,440.484,34.876,5.491,14.898,0.273430334,120,120,1.8,15,Cacao
25,25394,3,,20,5.09,18.01084305,6.180988922,7.118498714,0.86708407,0.6741531,4.28532328,1.36876783,0.566112348,0.11846422,7.205751748,1.2264164,87.007,1,5.483,4.095,0.176880075,120,120,1.8,15,Cacao
25,25394,3,10,20,4.97,8.964170666,16.2813672,9.262472885,2.058133616,1.603667223,3.61834903,1.05106018,0.345541788,0.02019059,7.093275204,0.3598404,340.637,4.384,5.078,3.563,0.15274251,120,120,1.8,15,Cacao
25,25394,3,10,20,5.28,9.652504435,9.674233991,7.370730969,1.200577943,1.1235885,9.48486789,1.27209781,0.221076972,0.01617161,12.19479222,0.1939228,261.767,3.729,1.542,3.409,0.128604945,120,120,1.8,15,Cacao
25,25394,3,10,20,4.98,14.37250742,20.56493921,7.118498714,1.305390303,1.154231823,4.75182099,0.8798058,0.324835164,0.08248478,7.344337037,0.3624824,182.336,1.45,4.365,8.594,0.128604945,120,120,1.8,15,Cacao
25,25394,3,10,20,5.48,12.70083969,103.5018481,17.33390506,0.219153116,0,9.23838934,2.74133729,1.089179676,0.02822855,13.31628797,0.6108304,155.43,5.342,5.332,19.008,0.20101764,120,120,1.8,15,Cacao
25,25394,3,10,20,5.17,17.66667617,3.320005404,4.217827776,0.800385295,0.316647668,1.01193443,0.39066274,0.164808972,0.17673943,2.544530867,0.3445168,73.471,1,1.257,4.261,0.128604945,120,120,1.8,15,Cacao
25,25394,3,10,20,4.67,9.226671666,13.54683599,27.92765979,1.410202663,1.378949523,0.28732043,0.07331715,0.433094796,0.10353658,2.307471619,0.2895632,88.199,1.849,1,1.068,0.442393288,120,120,1.8,15,Cacao
25,25394,3,10,20,5.31,13.29084007,14.22651716,7.87519548,0.638402557,0.418792077,5.9121915,1.2798821,0.523742544,0.09071412,8.444932821,0.5146616,89.928,2.858,4.046,8.638,0.128604945,120,120,1.8,15,Cacao
25,25394,3,9,21,5.19,14.37250742,17.5458903,12.0370277,0.981424826,0.745654186,2.71938851,1.26721,0.57308958,0.12286596,5.663978876,0.6414776,80.304,1.783,2.744,2.895,0.128604945,120,120,1.8,15,Cacao
25,25394,3,10,20,4.53,5.866668708,19.79041881,2.830550371,4.773726581,4.667999495,0.93595975,0.27480354,0.262996632,0.08363306,6.331119563,0.2689556,824.78,4.432,1.949,4.406,0.876869454,120,120,1.8,15,Cacao
25,25394,3,11,20,5.32,21.86167715,6.291634693,4.343943904,0.990953222,0.980586327,6.83091422,1.97159773,0.189285552,0.05750969,10.04026041,0.3534996,84.181,4.706,4.406,6.172,0.394118158,120,120,1.8,15,Cacao
25,25394,3,10,20,5.37,12.06167262,7.097768171,4.722292287,1.048123601,1.01122965,3.70771809,1.24150374,0.135662148,0.04822776,6.181235339,0.1463668,376.255,1.344,4.336,1,0.394118158,120,120,1.8,15,Cacao
25,25394,3,10,20,5.25,19.33834389,12.80392867,5.983453564,0.962368033,0.663938659,7.24767706,1.66312261,0.24167106,0.08832187,10.20316063,0.4470264,98.351,2.756,4.4,7.887,0.15274251,120,120,1.8,15,Cacao
25,25394,3,10,20,4.97,9.701671132,5.058724669,15.06381476,1.981906445,1.68538275,0.13712771,0.03946454,0.093236076,0.02631475,2.278049521,0.2451776,688.842,2.479,2.475,1,0.442393288,120,120,1.8,15,Cacao
25,25394,3,10,20,5.16,13.09417328,8.694228587,8.001311608,2.534553434,2.451465818,2.89055112,4.01,0.148491252,0.08181495,6.059831776,0.1865252,341.946,1,1.339,1.837,0.15274251,120,120,1.8,15,Cacao
25,25394,3,10,20,5.24,10.16083892,4.79001351,9.388589013,1.029066808,0.735439745,0.96461494,0.11785053,0.130935636,0.05483037,2.297298284,0.1986784,87.779,1,1,4.522,0.176880075,120,120,1.8,15,Cacao
25,25394,3,10,20,5,6.915836872,13.48360984,10.14528578,2.334457111,2.042888182,1.30990449,0.89501232,0.46336698,0.03090787,5.033648771,0.287978,339.207,1.689,2.145,3.433,0.15274251,120,120,1.8,15,Cacao
